"AGE";"EDUC";"EMPSTA";"FREQ";"MUN_DENSITY_LEVEL";"PCS_ESE";"QUANTILE_NIVVIE";"SEX";"TICM_MEASURE";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2016;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2016;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2016;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"HAUT_DEBIT";"L";2015;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_ORDI";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2017;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_INT";"A";2018;99.2
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2018;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2017;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2017;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2010;87.6
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"HAUT_DEBIT";"A";2011;80
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2012;30
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2010;83.4
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2012;86.1
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2011;73.8
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2011;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2012;90.6
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;92.7
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2010;83.4
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2023;84.3
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2023;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2023;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;98.5
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2024;97.8
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2024;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"L";2020;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"L";2020;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"L";2020;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_INT";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_LISEUSE";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_TAB";"L";2020;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2009;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2009;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;83.1
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2009;75.1
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2010;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2010;80.1
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;46.8
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2018;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2019;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2019;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"HAUT_DEBIT";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_TAB";"L";2021;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"L";2021;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2021;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;95
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2022;91.2
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2022;92.5
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_SMARTPHONE";"L";2024;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2024;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_LISEUSE";"A";2025;8.4
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;94.5
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;84.5
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;82.1
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;84.4
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;75.8
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"HAUT_DEBIT";"A";2025;85.5
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2014;76.2
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2014;64.1
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;64.1
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2013;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;91.2
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"L";2016;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2015;80.8
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2015;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2015;76.1
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2015;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2015;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2015;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"HAUT_DEBIT";"A";2017;90.1
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2018;98.8
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2016;95
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2017;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2017;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2016;82.3
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_ORDI";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_LISEUSE";"L";2017;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2012;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_INT";"A";2013;89.6
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2012;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_INT";"A";2013;88.4
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2012;53.2
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2013;95
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2013;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"HAUT_DEBIT";"A";2023;98.1
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2023;96.7
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_INT";"A";2024;96
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;98.2
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2024;92.5
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2023;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2024;96.9
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2011;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2012;77.8
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2010;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_TAB";"L";2010;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"HAUT_DEBIT";"A";2011;72.8
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2011;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2019;90.7
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2021;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2019;78.5
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_ORDI";"L";2021;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2020;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2019;92.3
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2009;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2010;81
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2009;85.8
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_TAB";"L";2009;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2010;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2010;75.5
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_INT";"L";2009;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2009;77.6
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_ORDI";"L";2019;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_ORDI";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2018;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2019;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_SMARTPHONE";"L";2018;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;87.5
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_INT";"A";2019;98.5
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;61.9
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2024;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"A";2025;40.6
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_SMARTPHONE";"A";2025;91.8
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;65.9
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;11.2
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;39.5
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"A";2025;83.8
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;87.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2021;70.6
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2022;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2022;90.6
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2022;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;51.2
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2015;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2014;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2013;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2014;86.7
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_TAB";"L";2013;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_INT";"L";2014;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;95.7
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2013;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2012;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2012;91
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2017;90.4
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2016;77.5
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_INT";"A";2017;90.9
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2017;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2017;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2018;91.3
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2017;41.6
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_SMARTPHONE";"L";2017;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;81.3
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_LISEUSE";"L";2017;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
